facility_index,facility_name,facility_state,is_federal,bill_name,bill_street_1,bill_street_2,bill_city_state_zip,bill_zip_code,ship_name,ship_street_1,ship_street_2,ship_city_state_zip,ship_zip_code,website
319,Augusta State Medical Prison,GA,0,Augusta State Medical Prison,3001 Gordon Highway,,"Grovetown, GA 30813",30813,Augusta State Medical Prison,3001 Gordon Highway,,"Grovetown, GA 30813",30813,https://www.prisonpro.com/content/augusta-state-medical-prison
320,Autry State Prison,GA,0,Autry State Prison,P.O. Box 648,,"Pelham, GA 31779",31779,Autry State Prison,P.O. Box 648,,"Pelham, GA 31779",31779,https://www.prisonpro.com/content/autry-state-prison
321,Baldwin State Prison,GA,0,Baldwin State Prison,P.O. Box 218,,"Hardwick, GA 31034",31034,Baldwin State Prison,P.O. Box 218,,"Hardwick, GA 31034",31034,https://www.prisonpro.com/content/baldwin-state-prison
322,Bulloch County Correctional Institution,GA,0,Bulloch County Correctional Institution,17301 U.S. Highway 301 North Building 209,,"Statesboro, GA 30458",30458,Bulloch County Correctional Institution,17301 U.S. Highway 301 North Building 209,,"Statesboro, GA 30458",30458,https://www.prisonpro.com/content/bulloch-county-correctional-institution
323,Burruss Correctional Training Center,GA,0,Burruss Correctional Training Center,P.O. Box 5849,,"Forsyth, GA 31029",31029,Burruss Correctional Training Center,P.O. Box 5849,,"Forsyth, GA 31029",31029,https://www.prisonpro.com/content/burruss-correctional-training-center
324,Calhoun State Prison,GA,0,Calhoun State Prison,P.O. Box 249,,"Morgan, GA 39866",39866,Calhoun State Prison,P.O. Box 249,,"Morgan, GA 39866",39866,https://www.prisonpro.com/content/calhoun-state-prison
325,Carroll County Correctional Institution,GA,0,Carroll County Correctional Institution,96 Horsley Mill Road,,"Carrollton, GA 30117",30117,Carroll County Correctional Institution,96 Horsley Mill Road,,"Carrollton, GA 30117",30117,https://www.prisonpro.com/content/carroll-county-correctional-institution
326,Central State Prison,GA,0,Central State Prison,4600 Fulton Mill Road,,"Macon, GA 31208",31208,Central State Prison,4600 Fulton Mill Road,,"Macon, GA 31208",31208,https://www.prisonpro.com/content/central-state-prison
327,Clarke County Correctional Institution,GA,0,Clarke County Correctional Institution,2825 County Farm Road,,"Athens, GA 30605",30605,Clarke County Correctional Institution,2825 County Farm Road,,"Athens, GA 30605",30605,https://www.prisonpro.com/content/clarke-county-correctional-institution
328,Clayton County Correctional Institution,GA,0,Clayton County Correctional Institution,P.O. Box 309,,"Lovejoy, GA 30250",30250,Clayton County Correctional Institution,P.O. Box 309,,"Lovejoy, GA 30250",30250,https://www.prisonpro.com/content/clayton-county-correctional-institution
329,Coastal State Prison,GA,0,Coastal State Prison,P.O. Box 7150,,"Garden City, GA 31418",31418,Coastal State Prison,P.O. Box 7150,,"Garden City, GA 31418",31418,https://www.prisonpro.com/content/coastal-state-prison
330,Coffee Correctional Facility,GA,0,Coffee Correctional Facility,P.O. Box 650,,"Nicholls, GA 31554",31554,Coffee Correctional Facility,P.O. Box 650,,"Nicholls, GA 31554",31554,https://www.prisonpro.com/content/coffee-correctional-facility
331,Colquitt County Correctional Institution,GA,0,Colquitt County Correctional Institution,"P.O. Box 339, Route 2",,"Moultrie, GA 31768",31768,Colquitt County Correctional Institution,"P.O. Box 339, Route 2",,"Moultrie, GA 31768",31768,https://www.prisonpro.com/content/colquitt-county-correctional-institution
332,Coweta County Correctional Institution,GA,0,Coweta County Correctional Institution,101 Selt Road,,"Newnan, GA 30263",30263,Coweta County Correctional Institution,101 Selt Road,,"Newnan, GA 30263",30263,https://www.prisonpro.com/content/coweta-county-correctional-institution
333,Decatur County Correctional Institution,GA,0,Decatur County Correctional Institution,1153 Airport Road,,"Bainbridge, GA 39817",39817,Decatur County Correctional Institution,1153 Airport Road,,"Bainbridge, GA 39817",39817,https://www.prisonpro.com/content/decatur-county-correctional-institution
334,Dodge State Prison,GA,0,Dodge State Prison,P.O. Box 276,,"Chester, GA 31012",31012,Dodge State Prison,P.O. Box 276,,"Chester, GA 31012",31012,https://www.prisonpro.com/content/dodge-state-prison
335,Dooly State Prison,GA,0,Dooly State Prison,P.O. Box 750,,"Unadilla, GA 31091",31091,Dooly State Prison,P.O. Box 750,,"Unadilla, GA 31091",31091,https://www.prisonpro.com/content/dooly-state-prison
336,Effingham County Correctional Institution,GA,0,Effingham County Correctional Institution,P.O. Box 235,,"Springfield, GA 31329",31329,Effingham County Correctional Institution,P.O. Box 235,,"Springfield, GA 31329",31329,https://www.prisonpro.com/content/effingham-county-correctional-institution
337,Emanuel Womens Facility,GA,0,Emanuel Womens Facility,P.O. Box 218,,"Swainsboro, GA 30401",30401,Emanuel Womens Facility,P.O. Box 218,,"Swainsboro, GA 30401",30401,https://www.prisonpro.com/content/emanuel-womens-facility-swainsboro
338,Floyd County Correctional Institution,GA,0,Floyd County Correctional Institution,"329 Black Bluff Road, SW",,"Rome, GA 30161-9567",30161,Floyd County Correctional Institution,"329 Black Bluff Road, SW",,"Rome, GA 30161-9567",30161,https://www.prisonpro.com/content/floyd-county-correctional-institution
339,Georgia Diagnostic and Classification Prison,GA,0,Georgia Diagnostic and Classification Prison,P.O. Box 3877,,"Jackson, GA 30233",30233,Georgia Diagnostic and Classification Prison,P.O. Box 3877,,"Jackson, GA 30233",30233,https://www.prisonpro.com/content/georgia-diagnostic-classification-prison
340,Georgia State Prison,GA,0,Georgia State Prison,300 1st Ave South,,"Reidsville, GA 30453",30453,Georgia State Prison,300 1st Ave South,,"Reidsville, GA 30453",30453,https://www.prisonpro.com/content/georgia-state-prison
341,Gwinnett County Correctional Institution,GA,0,Gwinnett County Correctional Institution,750 High Hope Road,,"Lawrenceville, GA 30043",30043,Gwinnett County Correctional Institution,750 High Hope Road,,"Lawrenceville, GA 30043",30043,https://www.prisonpro.com/content/gwinnett-county-correctional-institution
342,Hall County Correctional Institution,GA,0,Hall County Correctional Institution,1694 Barber Road,,"Gainesville, GA 30507",30507,Hall County Correctional Institution,1694 Barber Road,,"Gainesville, GA 30507",30507,https://www.prisonpro.com/content/hall-county-correctional-institution
343,Hancock State Prison,GA,0,Hancock State Prison,P.O. Box 339,,"Sparta, GA 31087",31087,Hancock State Prison,P.O. Box 339,,"Sparta, GA 31087",31087,https://www.prisonpro.com/content/hancock-state-prison
344,Harris County Correctional Institution,GA,0,Harris County Correctional Institution,9982 Highway 116,,"Hamilton, GA 31811",31811,Harris County Correctional Institution,9982 Highway 116,,"Hamilton, GA 31811",31811,https://www.prisonpro.com/content/harris-county-correctional-institution
345,Hays State Prison,GA,0,Hays State Prison,P.O. Box 668,,"Trion, GA 30753",30753,Hays State Prison,P.O. Box 668,,"Trion, GA 30753",30753,https://www.prisonpro.com/content/hays-state-prison
346,Jackson County Correctional Institution,GA,0,Jackson County Correctional Institution,265 I.W. Davis Road,,"Jefferson, GA 30549",30549,Jackson County Correctional Institution,265 I.W. Davis Road,,"Jefferson, GA 30549",30549,https://www.prisonpro.com/content/jackson-county-correctional-institution
347,Jefferson County Correctional Institution,GA,0,Jefferson County Correctional Institution,1159 Clarks Mill Road,,"Louisville, GA 30434",30434,Jefferson County Correctional Institution,1159 Clarks Mill Road,,"Louisville, GA 30434",30434,https://www.prisonpro.com/content/jefferson-county-correctional-institution
348,Johnson State Prison,GA,0,Johnson State Prison,P.O. Box 344,,"Wrightsville, GA 31096",31096,Johnson State Prison,P.O. Box 344,,"Wrightsville, GA 31096",31096,https://www.prisonpro.com/content/johnson-state-prison
349,Lee State Prison,GA,0,Lee State Prison,153 Pinewood Drive,,"Leesburg, GA 31763",31763,Lee State Prison,153 Pinewood Drive,,"Leesburg, GA 31763",31763,https://www.prisonpro.com/content/lee-state-prison
350,Long State Prison,GA,0,Long State Prison,P.O. Box 70,,"Ludowici, GA 31316",31316,Long State Prison,P.O. Box 70,,"Ludowici, GA 31316",31316,https://www.prisonpro.com/content/long-state-prison
351,Macon State Prison,GA,0,Macon State Prison,P.O. Box 426,,"Oglethorpe, GA 31068",31068,Macon State Prison,P.O. Box 426,,"Oglethorpe, GA 31068",31068,https://www.prisonpro.com/content/macon-state-prison
352,Mitchell County Correctional Institution,GA,0,Mitchell County Correctional Institution,"Route 4, P.O. Box 228C",,"Camilla, GA 31730",31730,Mitchell County Correctional Institution,"Route 4, P.O. Box 228C",,"Camilla, GA 31730",31730,https://www.prisonpro.com/content/mitchell-county-correctional-institution
353,Montgomery State Prison,GA,0,Montgomery State Prison,P.O. Box 256,,"Mount Vernon, GA 30445",30445,Montgomery State Prison,P.O. Box 256,,"Mount Vernon, GA 30445",30445,https://www.prisonpro.com/content/montgomery-state-prison
354,Muscogee County Correctional Institution,GA,0,Muscogee County Correctional Institution,P.O. Box 84041,,"Columbus, GA 31908-4041",31908,Muscogee County Correctional Institution,P.O. Box 84041,,"Columbus, GA 31908-4041",31908,https://www.prisonpro.com/content/muscogee-county-correctional-institution
355,Philips State Prison,GA,0,Philips State Prison,2989 West Rock Quarry Road,,"Buford, GA 30519",30519,Philips State Prison,2989 West Rock Quarry Road,,"Buford, GA 30519",30519,https://www.prisonpro.com/content/philips-state-prison
356,Pulaski State Prison,GA,0,Pulaski State Prison,P.O. Box 839,,"Hawkinsville, GA 31036",31036,Pulaski State Prison,P.O. Box 839,,"Hawkinsville, GA 31036",31036,https://www.prisonpro.com/content/pulaski-state-prison
357,Richmond County Correctional Institution,GA,0,Richmond County Correctional Institution,2314 Tobacco Road,,"Augusta, GA 30906",30906,Richmond County Correctional Institution,2314 Tobacco Road,,"Augusta, GA 30906",30906,https://www.prisonpro.com/content/richmond-county-correctional-institution
358,Rogers State Prison,GA,0,Rogers State Prison,1978 Georgia Highway 147,,"Reidsville, GA 30453",30453,Rogers State Prison,1978 Georgia Highway 147,,"Reidsville, GA 30453",30453,https://www.prisonpro.com/content/rogers-state-prison
359,Rutledge State Prison,GA,0,Rutledge State Prison,P.O. Box 8409,,"Columbus, GA 31908",31908,Rutledge State Prison,P.O. Box 8409,,"Columbus, GA 31908",31908,https://www.prisonpro.com/content/rutledge-state-prison
360,Screven County Correctional Institution,GA,0,Screven County Correctional Institution,P.O. Box 377,,"Sylvania, GA 30467",30467,Screven County Correctional Institution,P.O. Box 377,,"Sylvania, GA 30467",30467,https://www.prisonpro.com/content/screven-county-correctional-institution
361,Smith State Prison,GA,0,Smith State Prison,P.O. Box 726,,"Glennville, GA 30427",30427,Smith State Prison,P.O. Box 726,,"Glennville, GA 30427",30427,https://www.prisonpro.com/content/smith-state-prison
362,Spalding County Correctional Institution,GA,0,Spalding County Correctional Institution,295 Justice Boulevard,,"Griffin, GA 30224",30224,Spalding County Correctional Institution,295 Justice Boulevard,,"Griffin, GA 30224",30224,https://www.prisonpro.com/content/spalding-county-correctional-institution
363,Telfair State Prison,GA,0,Telfair State Prison,P.O. Box 549,,"Helena, GA 31037",31037,Telfair State Prison,P.O. Box 549,,"Helena, GA 31037",31037,https://www.prisonpro.com/content/telfair-state-prison
364,Terrell County Correctional Institution,GA,0,Terrell County Correctional Institution,3108 Albany Highway,,"Dawson, GA 39842",39842,Terrell County Correctional Institution,3108 Albany Highway,,"Dawson, GA 39842",39842,https://www.prisonpro.com/content/terrell-county-correctional-institution
365,Thomas County Correctional Institution,GA,0,Thomas County Correctional Institution,324 County Farm Road,,"Thomasville, GA 31757",31757,Thomas County Correctional Institution,324 County Farm Road,,"Thomasville, GA 31757",31757,https://www.prisonpro.com/content/thomas-county-correctional-institution
366,Troup County Correctional Institution,GA,0,Troup County Correctional Institution,2508 Hamilton Road,,"Lagrange, GA 30240",30240,Troup County Correctional Institution,2508 Hamilton Road,,"Lagrange, GA 30240",30240,https://www.prisonpro.com/content/troup-county-correctional-institution
367,Valdosta State Prison,GA,0,Valdosta State Prison,P.O. Box 310,,"Valdosta, GA 31603",31603,Valdosta State Prison,P.O. Box 310,,"Valdosta, GA 31603",31603,https://www.prisonpro.com/content/valdosta-state-prison-annex
368,Valdosta State Prison Annex,GA,0,Valdosta State Prison Annex,P.O. Box 5367,,"Valdosta, GA 31603",31603,Valdosta State Prison Annex,P.O. Box 5367,,"Valdosta, GA 31603",31603,https://www.prisonpro.com/content/valdosta-state-prison-annex
369,Walker State Prison,GA,0,Walker State Prison,P.O. Box 98,,"Rock Spring, GA 30739",30739,Walker State Prison,P.O. Box 98,,"Rock Spring, GA 30739",30739,https://www.prisonpro.com/content/walker-state-prison
370,Ware State Prison,GA,0,Ware State Prison,3620 Harris Road,,"Waycross, GA 31501",31501,Ware State Prison,3620 Harris Road,,"Waycross, GA 31501",31501,https://www.prisonpro.com/content/ware-state-prison
371,Washington State Prison,GA,0,Washington State Prison,P.O. Box 206,,"Davisboro, GA 31018",31018,Washington State Prison,P.O. Box 206,,"Davisboro, GA 31018",31018,https://www.prisonpro.com/content/washington-state-prison
372,Washington State Prison Annex,GA,0,Washington State Prison Annex,P.O. Box 128,,"Davisboro, GA 31018",31018,Washington State Prison Annex,P.O. Box 128,,"Davisboro, GA 31018",31018,https://www.prisonpro.com/content/washington-state-prison
373,Wheeler Correctional Facility,GA,0,Wheeler Correctional Facility,P.O. Box 466,,"Alamo, GA 30411",30411,Wheeler Correctional Facility,P.O. Box 466,,"Alamo, GA 30411",30411,https://www.prisonpro.com/content/wheeler-correctional-facility
374,Wilcox State Prison,GA,0,Wilcox State Prison,P.O. Box 397,,"Abbeville, GA 31001",31001,Wilcox State Prison,P.O. Box 397,,"Abbeville, GA 31001",31001,https://www.prisonpro.com/content/wilcox-state-prison
375,c/o Halawa Correctional Facility,HI,0,c/o Halawa Correctional Facility,99-902 Moanalua Road,,"Aiea, HI 96701",96701,c/o Halawa Correctional Facility,99-902 Moanalua Road,,"Aiea, HI 96701",96701,https://www.prisonpro.com/content/halawa-correctional-facility
376,Waiawa Correctional Facility,HI,0,Waiawa Correctional Facility,P.O. Box 1839,,"Pearl City, HI 96782",96782,Waiawa Correctional Facility,P.O. Box 1839,,"Pearl City, HI 96782",96782,https://www.prisonpro.com/content/waiawa-correctional-facility
377,Women's Community Correctional Center,HI,0,Women's Community Correctional Center,42-477 Kalanianaole Highway,,"Kailua, HI 96734",96734,Women's Community Correctional Center,42-477 Kalanianaole Highway,,"Kailua, HI 96734",96734,https://www.prisonpro.com/content/womens-community-correctional-center
378,Correctional Alternative Placement Program (CAPP),ID,0,Correctional Alternative Placement Program (CAPP),15505 S. Pleasant Valley Rd.,,"Kuna, ID 83634",83634,Correctional Alternative Placement Program (CAPP),15505 S. Pleasant Valley Rd.,,"Kuna, ID 83634",83634,https://www.prisonpro.com/content/correctional-alternative-placement-program-capp
379,Idaho State Correctional Center (ISCC),ID,0,Idaho State Correctional Center (ISCC),PO Box 70010,,"Boise, ID 83707",83707,Idaho State Correctional Center (ISCC),PO Box 70010,,"Boise, ID 83707",83707,https://www.prisonpro.com/content/idaho-state-correctional-center-iscc
